pc1,pc2,pc3,file_name,label
5.699673399,-0.997918329,-1.62218633,animal_cat_283.jpg,animal_cat
5.582233982,-1.084109142,-1.743371597,animal_cat_284.jpg,animal_cat
5.395290341,-0.446108128,-1.527080823,animal_cat_285.jpg,animal_cat
5.69450315,-0.537425128,-1.550847899,animal_cat_287.jpg,animal_cat
5.795661124,-0.102290806,-1.265582772,animal_cat_289.jpg,animal_cat
5.776206302,-1.016976599,-1.532478036,animal_cat_29.jpg,animal_cat
5.931565987,-0.882473428,-1.226216676,animal_cat_290.jpg,animal_cat
5.097680248,-0.03556785,-1.033093159,animal_cat_293.jpg,animal_cat
5.119436108,-0.627928948,-1.538433426,animal_cat_294.jpg,animal_cat
6.022125632,-0.321136625,-1.362240881,animal_cat_295.jpg,animal_cat
5.67355185,-1.05465682,-1.636670544,animal_cat_298.jpg,animal_cat
5.87329971,-0.200528383,-1.291215425,animal_cat_299.jpg,animal_cat
3.286682546,-1.47191763,-1.988056453,animal_cat_30.jpg,animal_cat
5.643900495,-0.917563335,-1.54201476,animal_cat_300.jpg,animal_cat
4.604069503,-0.866107109,-1.514243028,animal_cat_301.jpg,animal_cat
5.610467446,-0.896623705,-1.502144433,animal_cat_302.jpg,animal_cat
4.999942604,-0.524672398,-1.575897309,animal_cat_304.jpg,animal_cat
5.846702279,-0.590318381,-1.480529554,animal_cat_306.jpg,animal_cat
4.951383162,-0.65413749,-1.467366204,animal_cat_309.jpg,animal_cat
4.775777511,-0.247877193,-1.564493108,animal_cat_31.jpg,animal_cat
4.332283378,-0.862792651,-1.777232608,animal_cat_310.jpg,animal_cat
5.424088206,-0.17321311,-1.631589958,animal_cat_311.jpg,animal_cat
5.933542299,-0.57199241,-1.432227207,animal_cat_312.jpg,animal_cat
3.221670069,-1.592762709,-1.779599065,animal_cat_313.jpg,animal_cat
5.367896988,-0.5463334,-1.554851071,animal_cat_314.jpg,animal_cat
5.073235062,-0.595808537,-1.667829853,animal_cat_317.jpg,animal_cat
4.806091965,-1.241331748,-1.806843702,animal_cat_319.jpg,animal_cat
5.159223919,-0.795486563,-1.811215753,animal_cat_32.jpg,animal_cat
5.470051131,0.209279333,-1.25818979,animal_cat_324.jpg,animal_cat
5.613229403,-0.173248546,-1.456472216,animal_cat_326.jpg,animal_cat
3.993577795,-1.304713132,-1.814775975,animal_cat_331.jpg,animal_cat
5.798149576,-0.454487269,-1.337876643,animal_cat_332.jpg,animal_cat
5.914396812,-0.715104706,-1.662557938,animal_cat_333.jpg,animal_cat
5.744294055,-0.48197746,-1.60092361,animal_cat_334.jpg,animal_cat
5.36400911,-0.556744717,-1.551304863,animal_cat_336.jpg,animal_cat
2.717273731,2.183307725,-0.743815532,animal_cat_337.jpg,animal_cat
5.913732303,0.061487514,-1.254254734,animal_cat_338.jpg,animal_cat
4.390877215,-1.675740008,-1.718758178,animal_cat_344.jpg,animal_cat
4.494768992,-0.261497134,-1.776744161,animal_cat_348.jpg,animal_cat
5.728628589,-0.334768407,-1.330513365,animal_cat_35.jpg,animal_cat
4.767265312,-1.183841284,-1.758137113,animal_cat_350.jpg,animal_cat
5.853944478,-0.293316793,-1.491316175,animal_cat_355.jpg,animal_cat
3.749218095,-1.508940379,-1.910213308,animal_cat_356.jpg,animal_cat
5.532740736,-1.175224415,-1.478317127,animal_cat_358.jpg,animal_cat
4.349525191,0.062048687,-1.332279389,animal_cat_359.jpg,animal_cat
4.469660948,-1.797388132,-1.724870715,animal_cat_36.jpg,animal_cat
4.992409238,-0.236822415,-1.389679202,animal_cat_363.jpg,animal_cat
5.663437922,-1.150745776,-1.767732345,animal_cat_364.jpg,animal_cat
6.025169707,-0.078303217,-1.518533794,animal_cat_37.jpg,animal_cat
5.742899522,-0.518622385,-1.54134291,animal_cat_373.jpg,animal_cat
4.929099674,-0.402624239,-1.747355236,animal_cat_375.jpg,animal_cat
3.917312277,-1.538532119,-1.960888097,animal_cat_376.jpg,animal_cat
6.35589331,-0.055030423,-1.215422974,animal_cat_377.jpg,animal_cat
5.396613574,-0.73213401,-1.690489115,animal_cat_378.jpg,animal_cat
4.7499354,-1.640253845,-1.60140671,animal_cat_381.jpg,animal_cat
5.983093912,-0.162065813,-1.136678822,animal_cat_383.jpg,animal_cat
5.041380049,-0.334892134,-1.644422004,animal_cat_384.jpg,animal_cat
5.505040847,0.154835416,-1.21108554,animal_cat_388.jpg,animal_cat
5.180119579,-1.410431115,-1.909274769,animal_cat_39.jpg,animal_cat
5.052862596,-0.614852161,-1.471947139,animal_cat_390.jpg,animal_cat
5.280312493,-0.861645764,-1.589132058,animal_cat_391.jpg,animal_cat
6.260655851,-0.808979157,-1.546927608,animal_cat_392.jpg,animal_cat
5.560695266,-1.041124729,-1.580597476,animal_cat_394.jpg,animal_cat
5.547920139,-0.372524267,-1.42646526,animal_cat_398.jpg,animal_cat
5.403346109,-0.418201678,-1.424445428,animal_cat_40.jpg,animal_cat
5.657697023,-1.358747894,-1.582752478,animal_cat_403.jpg,animal_cat
5.749828443,-0.464267383,-1.562953549,animal_cat_404.jpg,animal_cat
5.131405105,-0.692200686,-1.337254988,animal_cat_407.jpg,animal_cat
5.459317739,-0.256874368,-1.616047965,animal_cat_410.jpg,animal_cat
3.193754204,-1.479791413,-2.01869203,animal_cat_412.jpg,animal_cat
4.977087624,-0.738661901,-1.167814049,animal_cat_414.jpg,animal_cat
5.174110672,-0.644665505,-1.646985302,animal_cat_420.jpg,animal_cat
4.857322649,-1.14659355,-1.767839556,animal_cat_423.jpg,animal_cat
4.636505194,-1.414192609,-1.687562488,animal_cat_428.jpg,animal_cat
5.767669667,-0.429086926,-1.600559303,animal_cat_430.jpg,animal_cat
5.269564504,-0.450852675,-1.570301767,animal_cat_432.jpg,animal_cat
5.721963997,-0.14287879,-1.657535834,animal_cat_435.jpg,animal_cat
5.372892626,-0.892958657,-1.340685973,animal_cat_436.jpg,animal_cat
5.916677729,-0.262156262,-1.076804103,animal_cat_437.jpg,animal_cat
5.247386511,0.129038361,-1.547149658,animal_cat_438.jpg,animal_cat
5.576900179,-0.496659122,-1.712197729,animal_cat_44.jpg,animal_cat
4.207444815,-0.939435014,-1.785596491,animal_cat_441.jpg,animal_cat
5.933830169,-0.683447839,-1.597487996,animal_cat_442.jpg,animal_cat
5.423487357,-0.115121635,-1.643116911,animal_cat_443.jpg,animal_cat
4.297285946,-1.692025268,-1.84442122,animal_cat_444.jpg,animal_cat
4.61585626,-0.065411891,-1.933539332,animal_cat_445.jpg,animal_cat
5.18784987,-1.124174833,-1.485683004,animal_cat_446.jpg,animal_cat
4.959732609,-0.10341563,-1.660117379,animal_cat_447.jpg,animal_cat
5.263282105,-1.102698524,-1.360278499,animal_cat_448.jpg,animal_cat
4.029198561,-1.78992785,-1.772587791,animal_cat_449.jpg,animal_cat
5.181725967,-0.37895185,-1.798753324,animal_cat_45.jpg,animal_cat
5.839092503,-0.415350324,-1.410883572,animal_cat_453.jpg,animal_cat
5.321042441,-0.862798751,-1.908959882,animal_cat_455.jpg,animal_cat
5.770119774,-0.148498724,-1.536541999,animal_cat_457.jpg,animal_cat
5.528923046,-0.434589283,-1.390116544,animal_cat_46.jpg,animal_cat
5.681240871,-0.707698673,-1.72030576,animal_cat_461.jpg,animal_cat
4.970806102,-1.292373828,-1.79125477,animal_cat_464.jpg,animal_cat
5.294382504,-0.760348782,-1.384624644,animal_cat_469.jpg,animal_cat
6.004759251,-0.702595143,-1.565005001,animal_cat_470.jpg,animal_cat
5.290615143,-0.098128525,-1.625520971,animal_cat_471.jpg,animal_cat
4.651564494,-1.201677705,-1.685708063,animal_cat_473.jpg,animal_cat
5.629263601,-0.103449461,-1.452398652,animal_cat_474.jpg,animal_cat
5.0822334,-0.026022849,-1.577237739,animal_cat_476.jpg,animal_cat
5.072463216,-0.449068095,-1.600466353,animal_cat_478.jpg,animal_cat
5.517790416,-0.954110281,-1.486068267,animal_cat_484.jpg,animal_cat
5.111994123,-0.915973075,-1.524096071,animal_cat_486.jpg,animal_cat
5.604062075,-0.33330017,-1.532025663,animal_cat_487.jpg,animal_cat
5.127547203,0.060896594,-1.570761802,animal_cat_488.jpg,animal_cat
5.49508166,-0.665638942,-1.551066719,animal_cat_491.jpg,animal_cat
5.023892996,-1.015383163,-1.394744013,animal_cat_492.jpg,animal_cat
5.000034204,-0.911862933,-1.794956128,animal_cat_494.jpg,animal_cat
5.803495673,-0.615902104,-1.546501362,animal_cat_495.jpg,animal_cat
5.321375971,0.173850394,-1.347823687,animal_cat_496.jpg,animal_cat
5.725715854,-0.494142099,-1.418321284,animal_cat_499.jpg,animal_cat
5.61632129,-0.019003411,-1.124125294,animal_cat_5.jpg,animal_cat
5.592742779,-0.615568059,-1.810321948,animal_cat_50.jpg,animal_cat
3.123850709,-0.020632766,-0.96047071,animal_cat_502.jpg,animal_cat
4.379602252,-1.059282602,-1.340709943,animal_cat_506.jpg,animal_cat
5.075779194,-1.078293865,-1.639490634,animal_cat_509.jpg,animal_cat
4.359933906,-0.750280332,-1.679599467,animal_cat_51.jpg,animal_cat
5.387719097,-1.013770314,-1.513447258,animal_cat_511.jpg,animal_cat
5.647735166,-0.272190019,-1.245723241,animal_cat_512.jpg,animal_cat
6.140355552,-0.110362717,-1.137194339,animal_cat_514.jpg,animal_cat
5.12748936,-0.899565245,-1.722966961,animal_cat_518.jpg,animal_cat
3.696596398,-0.841698715,-1.611317399,animal_cat_519.jpg,animal_cat
5.758878788,-0.688994928,-1.695356735,animal_cat_52.jpg,animal_cat
4.858110922,-0.306309354,-1.521320496,animal_cat_520.jpg,animal_cat
3.575929984,-0.927005293,-0.681961696,animal_cat_521.jpg,animal_cat
5.325870457,-0.251540046,-1.44933502,animal_cat_522.jpg,animal_cat
5.348359533,-0.990409292,-1.777195246,animal_cat_523.jpg,animal_cat
5.545047919,-0.424868066,-1.531677505,animal_cat_525.jpg,animal_cat
5.657277464,-0.672597017,-1.779568805,animal_cat_53.jpg,animal_cat
5.589668486,-0.926802251,-1.721536412,animal_cat_532.jpg,animal_cat
5.00720972,-0.66848743,-1.514426347,animal_cat_534.jpg,animal_cat
5.465467528,0.618100944,-1.342113087,animal_cat_536.jpg,animal_cat
4.894423028,-1.027833368,-1.753627084,animal_cat_538.jpg,animal_cat
4.349441357,-1.326861945,-1.792120025,animal_cat_539.jpg,animal_cat
4.627487482,-0.042426729,-1.906528544,animal_cat_54.jpg,animal_cat
5.776136957,-0.668328254,-1.634207511,animal_cat_541.jpg,animal_cat
5.95474089,-0.947639522,-1.63967875,animal_cat_542.jpg,animal_cat
5.347938238,-1.061651256,-1.827984417,animal_cat_543.jpg,animal_cat
5.322369994,-0.743048528,-1.477553518,animal_cat_545.jpg,animal_cat
5.400815759,-1.286112442,-1.673646231,animal_cat_549.jpg,animal_cat
4.623677726,-1.150256313,-1.91564621,animal_cat_55.jpg,animal_cat
4.91412928,-0.289164459,-1.403607565,animal_cat_550.jpg,animal_cat
5.593487472,-0.493288947,-1.361699287,animal_cat_552.jpg,animal_cat
4.50825345,-0.90067939,-1.512696158,animal_cat_553.jpg,animal_cat
4.58117743,-1.792105799,-2.200541779,animal_cat_554.jpg,animal_cat
6.177062039,-0.6770458,-1.484103583,animal_cat_555.jpg,animal_cat
5.277080043,-0.327766476,-1.477903702,animal_cat_560.jpg,animal_cat
5.076789545,-0.461067918,-1.664621774,animal_cat_562.jpg,animal_cat
5.573817199,-0.193280134,-1.362541329,animal_cat_565.jpg,animal_cat
5.100435815,-1.19724451,-1.803228778,animal_cat_57.jpg,animal_cat
5.323635749,-0.98778489,-1.846842298,animal_cat_570.jpg,animal_cat
5.136967145,-0.852779694,-1.697350571,animal_cat_572.jpg,animal_cat
4.983261644,-0.258157462,-1.313266166,animal_cat_574.jpg,animal_cat
5.820308346,-0.457666116,-1.287706504,animal_cat_579.jpg,animal_cat
5.801846983,-1.11136197,-1.306047761,animal_cat_580.jpg,animal_cat
5.799301905,-0.257912284,-1.632661277,animal_cat_581.jpg,animal_cat
4.761679131,-1.501174989,-1.503449609,animal_cat_583.jpg,animal_cat
4.991601163,-1.038518391,-1.548648013,animal_cat_584.jpg,animal_cat
5.559885222,-0.946829312,-1.821727449,animal_cat_587.jpg,animal_cat
5.941640037,-0.461284543,-1.259094252,animal_cat_588.jpg,animal_cat
5.283071102,-0.969796978,-1.689216557,animal_cat_59.jpg,animal_cat
4.595463391,-0.58867996,-1.496946005,animal_cat_590.jpg,animal_cat
5.964764397,0.171767306,-1.296523486,animal_cat_592.jpg,animal_cat
5.623412794,-0.891290891,-1.627995061,animal_cat_593.jpg,animal_cat
5.451986378,-0.370379172,-1.330012261,animal_cat_597.jpg,animal_cat
5.679525849,-0.881135922,-1.421582659,animal_cat_598.jpg,animal_cat
4.706753255,-1.405113384,-1.85278234,animal_cat_60.jpg,animal_cat
5.158700122,-0.598655082,-1.504371169,animal_cat_600.jpg,animal_cat
5.761415166,-0.728610423,-1.46448985,animal_cat_602.jpg,animal_cat
5.741667616,-0.96530596,-1.688472617,animal_cat_603.jpg,animal_cat
4.779292707,-0.245865828,-1.629332742,animal_cat_605.jpg,animal_cat
5.835550845,0.14898436,-1.258841707,animal_cat_607.jpg,animal_cat
4.933854461,-1.436017103,-1.958779981,animal_cat_609.jpg,animal_cat
6.10115547,-0.48965006,-1.395480763,animal_cat_610.jpg,animal_cat
5.952452701,-0.632876615,-1.353788941,animal_cat_612.jpg,animal_cat
5.485063837,-0.362712673,-1.417495892,animal_cat_613.jpg,animal_cat
4.258467834,-1.338925035,-1.635602606,animal_cat_614.jpg,animal_cat
5.689447946,-0.017389173,-1.101077596,animal_cat_617.jpg,animal_cat
6.314155481,-0.696414538,-1.270910278,animal_cat_618.jpg,animal_cat
5.258260952,-1.290362643,-1.820371697,animal_cat_619.jpg,animal_cat
5.648706401,-0.635525119,-1.476209273,animal_cat_62.jpg,animal_cat
5.170038994,-0.640920264,-1.674677083,animal_cat_624.jpg,animal_cat
4.695563486,-0.601407243,-1.61883317,animal_cat_625.jpg,animal_cat
4.06063714,-0.712332768,-1.514820305,animal_cat_628.jpg,animal_cat
5.755523357,-0.6493745,-1.522211266,animal_cat_629.jpg,animal_cat
4.640769356,-0.737788261,-1.345844008,animal_cat_63.jpg,animal_cat
5.503665396,-0.165303421,-1.222295467,animal_cat_630.jpg,animal_cat
4.560227221,-1.043130468,-1.813217928,animal_cat_631.jpg,animal_cat
4.375750016,-0.512494389,-1.620083582,animal_cat_633.jpg,animal_cat
4.962586768,-1.403003113,-1.408675691,animal_cat_634.jpg,animal_cat
5.780400949,-0.687212708,-1.672987769,animal_cat_636.jpg,animal_cat
4.565775211,-0.727637017,-1.650883102,animal_cat_637.jpg,animal_cat
5.21609777,-1.262676819,-1.693549946,animal_cat_639.jpg,animal_cat
5.366160788,-0.584833009,-1.467497884,animal_cat_64.jpg,animal_cat
4.531432907,-1.205300467,-1.801415445,animal_cat_640.jpg,animal_cat
4.941733297,0.242667161,-1.461031439,animal_cat_642.jpg,animal_cat
5.420489091,-0.177338901,-1.392009675,animal_cat_646.jpg,animal_cat
5.863694079,-0.57674392,-1.579982297,animal_cat_647.jpg,animal_cat
4.100629049,-0.809052142,-1.939456629,animal_cat_649.jpg,animal_cat
3.793355483,-1.676050911,-1.723483752,animal_cat_65.jpg,animal_cat
5.697588549,-0.953167062,-1.481620062,animal_cat_652.jpg,animal_cat
5.604554114,-0.219090329,-1.461918458,animal_cat_655.jpg,animal_cat
5.050802741,-0.464378024,-1.793709718,animal_cat_656.jpg,animal_cat
4.735119314,-1.041572789,-1.682413408,animal_cat_658.jpg,animal_cat
5.077182394,-0.555770381,-1.466546198,animal_cat_659.jpg,animal_cat
5.968875658,-0.717683393,-1.418956847,animal_cat_66.jpg,animal_cat
5.258236059,-0.734648203,-1.622829432,animal_cat_664.jpg,animal_cat
5.378672267,-0.850356946,-1.818609654,animal_cat_665.jpg,animal_cat
4.839977974,-0.484821183,-1.465125086,animal_cat_668.jpg,animal_cat
3.882067587,-0.735091901,-1.950079123,animal_cat_669.jpg,animal_cat
5.824633018,-0.458768816,-1.420085679,animal_cat_67.jpg,animal_cat
6.051233195,-0.639749318,-1.587806751,animal_cat_670.jpg,animal_cat
5.782599423,-0.839569919,-1.714080206,animal_cat_671.jpg,animal_cat
5.402133706,-1.852025779,-1.707394824,animal_cat_674.jpg,animal_cat
5.200885166,-1.412577145,-1.907217217,animal_cat_676.jpg,animal_cat
5.206399803,-0.539697934,-1.636076652,animal_cat_677.jpg,animal_cat
5.284467725,-0.553328552,-1.66228369,animal_cat_681.jpg,animal_cat
5.113745608,-1.545462632,-1.839927777,animal_cat_684.jpg,animal_cat
5.494181315,0.065789674,-1.270541793,animal_cat_686.jpg,animal_cat
5.526826367,-0.470153499,-1.549490096,animal_cat_688.jpg,animal_cat
5.44676191,-0.460194367,-1.134451672,animal_cat_689.jpg,animal_cat
5.72005245,0.068904819,-1.089912071,animal_cat_69.jpg,animal_cat
5.344426111,-1.270586058,-1.909839745,animal_cat_690.jpg,animal_cat
5.035975211,-1.61493815,-1.683813182,animal_cat_692.jpg,animal_cat
4.846919937,-0.860856642,-1.9615811,animal_cat_695.jpg,animal_cat
5.522228296,-0.166594536,-1.435983745,animal_cat_698.jpg,animal_cat
5.438902797,-0.254010337,-1.248542218,animal_cat_699.jpg,animal_cat
5.352570311,-0.297083949,-0.460877324,animal_cat_7.jpg,animal_cat
5.503517115,-0.548202562,-1.470968903,animal_cat_70.jpg,animal_cat
5.558819577,-0.278003478,-1.403079918,animal_cat_701.jpg,animal_cat
4.559325482,-0.846173192,-1.346693728,animal_cat_705.jpg,animal_cat
4.084960434,-0.88362272,-1.87991131,animal_cat_708.jpg,animal_cat
5.780348035,-0.62028741,-1.529464173,animal_cat_71.jpg,animal_cat
5.52006242,-0.93423921,-1.649021095,animal_cat_710.jpg,animal_cat
5.99373266,-0.311569672,-1.372019504,animal_cat_714.jpg,animal_cat
4.941765365,-0.685853001,-1.474173209,animal_cat_717.jpg,animal_cat
5.850617476,0.188360852,-1.391769038,animal_cat_719.jpg,animal_cat
3.322903953,-1.084981415,-1.636778491,animal_cat_72.jpg,animal_cat
5.064908488,-1.879883899,-1.789274845,animal_cat_721.jpg,animal_cat
4.514357386,-1.174385003,-1.744909941,animal_cat_722.jpg,animal_cat
5.424225965,-1.318128429,-1.806764148,animal_cat_725.jpg,animal_cat
5.255839175,-0.027977685,-1.588337376,animal_cat_727.jpg,animal_cat
5.188462036,-0.443610871,-1.628445848,animal_cat_729.jpg,animal_cat
5.228145418,-0.539469901,-1.661928101,animal_cat_73.jpg,animal_cat
4.799939244,-1.033882054,-1.896912083,animal_cat_730.jpg,animal_cat
5.626205891,-1.070905646,-1.455840619,animal_cat_731.jpg,animal_cat
5.721206788,-0.229886459,-1.527453709,animal_cat_735.jpg,animal_cat
3.046469851,-1.172603735,-1.641118973,animal_cat_740.jpg,animal_cat
5.214426598,-1.67545862,-1.890865195,animal_cat_741.jpg,animal_cat
4.710524176,-1.372832604,-1.879750604,animal_cat_743.jpg,animal_cat
5.049142697,-0.887414143,-1.728297203,animal_cat_748.jpg,animal_cat
4.797638816,-0.412740764,-1.335325009,animal_cat_75.jpg,animal_cat
5.412399675,-0.822704285,-1.54940193,animal_cat_750.jpg,animal_cat
5.81867295,-0.946909706,-1.464867707,animal_cat_751.jpg,animal_cat
5.56510033,-0.132091433,-1.712109675,animal_cat_756.jpg,animal_cat
5.328319555,0.111838908,-1.175837324,animal_cat_757.jpg,animal_cat
4.402645397,-0.695000512,-1.828705272,animal_cat_758.jpg,animal_cat
4.976568046,-0.396035045,-1.484522887,animal_cat_761.jpg,animal_cat
4.749581554,-1.328425086,-1.578127189,animal_cat_762.jpg,animal_cat
4.67035557,-0.24490068,-1.273251159,animal_cat_763.jpg,animal_cat
5.896115341,0.010731423,-1.483003881,animal_cat_764.jpg,animal_cat
5.646946124,0.061086119,-1.21904931,animal_cat_765.jpg,animal_cat
4.25383766,-1.89650258,-1.975217179,animal_cat_766.jpg,animal_cat
5.159752745,-0.884394153,-1.267474832,animal_cat_770.jpg,animal_cat
4.245706601,-1.48366108,-1.47380993,animal_cat_772.jpg,animal_cat
5.323578969,-0.804551598,-1.747142778,animal_cat_774.jpg,animal_cat
5.960066826,-1.043541271,-1.424356792,animal_cat_775.jpg,animal_cat
5.999072556,-0.103710574,-1.621387345,animal_cat_777.jpg,animal_cat
